KEYID,Height,NFloor,MainUse,TFA,FA_R,FA_O,FA_C,FA_H,FA_L,Str,TRA,RA_G,RA_PV,RA_O,Shape_Leng,Age,Shape_Length,Shape_Area,uq_visitors,t_visits,stride_avg,tile_sqm,GFArea,KFArea,footsteps,EnergyDaily_J,EnergyDaily_kWh,EnergyYearly_kWh,Coverage_pct,KFloor_10p,KFloor_25p,KFloor_50p,KFloor_75p,KFloor_90p,Energy_10p_kWh,Energy_25p_kWh,Energy_50p_kWh,Energy_75p_kWh,Energy_90p_kWh
208,7,2,Office,45.44677149,0,100,0,0,0,W,22.72338574,0,0,100,22.22245565,1981,22.21906355,22.71618253,5,5,1.2,0.25,22.72338574,22.72338574,94,473.4038697,0.000131501,0.047997892,100,2.272338574,5.680846436,11.36169287,17.04253931,20.45104717,1.31501E-05,3.28753E-05,6.57505E-05,9.86258E-05,0.000118351
209,14,4,Office,326.2860142,25,75,0,0,0,RC,81.57150356,0,0,100,41.92008596,1996,41.91360133,81.54629601,7,7,1.2,0.25,81.57150356,81.57150356,476,2379.168854,0.00066088,0.241221287,100,8.157150356,20.39287589,40.78575178,61.17862767,73.41435321,6.6088E-05,0.00016522,0.00033044,0.00049566,0.000594792
210,17.5,5,Office,410.185518,0,100,0,0,0,RC,82.0371036,0,0,100,37.42440857,1998,37.4188341,82.01292121,7,9,1.2,0.25,82.03710359,82.03710359,616,3076.391385,0.000854553,0.311911904,100,8.203710359,20.5092759,41.0185518,61.5278277,73.83339324,8.54553E-05,0.000213638,0.000427277,0.000640915,0.000769098
211,21,6,Office,2180.045286,0,100,0,0,0,RC,363.340881,0,0,100,83.00434854,1983,82.99157502,363.229776,27,29,1.2,0.25,363.340881,363.340881,8780,43903.68979,0.012195469,4.451346326,100,36.3340881,90.83522025,181.6704405,272.5056607,327.0067929,0.001219547,0.003048867,0.006097735,0.009146602,0.010975922
212,7,2,Resid,66.70370082,50,50,0,0,0,W,33.35185041,0,0,100,24.32149179,1981,24.31805616,33.34240114,5,5,1.2,0.25,33.35185041,33.35185041,138,694.8302168,0.000193008,0.070448064,100,3.335185041,8.337962602,16.6759252,25.01388781,30.01666537,1.93008E-05,4.82521E-05,9.65042E-05,0.000144756,0.000173708
213,17.5,5,Resid,384.0340168,0,100,0,0,0,RC,76.80680335,0,0,100,35.35283437,1969,35.34738102,76.78317081,9,9,1.2,0.25,76.80680335,76.80680335,576,2880.255126,0.000800071,0.292025867,100,7.680680335,19.20170084,38.40340168,57.60510251,69.12612302,8.00071E-05,0.000200018,0.000400035,0.000600053,0.000720064
214,38.5,11,Hotel,1588.832128,0,100,-100,100,0,RC,144.4392843,0,0,100,48.90993138,2012,48.90249752,144.3954668,20,20,1.2,0.25,144.4392843,144.4392843,2408,12036.60703,0.003343502,1.220378212,100,14.44392843,36.10982108,72.21964216,108.3294632,129.9953559,0.00033435,0.000835875,0.001671751,0.002507626,0.003009152
215,38.5,11,Resid,2814.556373,10,0,90,0,0,RC,255.8687612,0,0,100,69.67921946,2001,69.66869174,255.7914552,25,26,1.2,0.25,255.8687612,255.8687612,5544,27719.1158,0.007699754,2.810410352,100,25.58687612,63.9671903,127.9343806,191.9015709,230.2818851,0.000769975,0.001924939,0.003849877,0.005774816,0.006929779
216,14,4,Office,2369.601704,0,100,0,0,0,RC,592.4004259,0,0,100,107.9537773,1992,107.9373301,592.2216023,90,103,1.2,0.25,592.4004259,592.4004259,50848,254238.5161,0.07062181,25.77696066,100,59.24004259,148.1001065,296.200213,444.3003195,533.1603833,0.007062181,0.017655453,0.035310905,0.052966358,0.063559629
217,21,6,Office,1223.931054,0,100,0,0,0,RC,203.9885089,0,0,100,67.86605539,1983,67.85581042,203.9270874,31,35,1.2,0.25,203.9885089,203.9885089,5950,29748.32422,0.008263423,3.016149539,100,20.39885089,50.99712723,101.9942545,152.9913817,183.589658,0.000826342,0.002065856,0.004131712,0.006197568,0.007437081
218,21,6,Office,1095.692448,0,100,0,0,0,RC,182.615408,0,0,100,54.62009378,1988,54.61187201,182.5603403,27,27,1.2,0.25,182.615408,182.615408,4108,20544.2334,0.005706731,2.082956997,100,18.2615408,45.653852,91.30770399,136.961556,164.3538672,0.000570673,0.001426683,0.002853366,0.004280049,0.005136058
219,14,4,Office,569.5450249,0,100,0,0,0,RC,142.3862562,0,0,100,47.87351441,1997,47.86626723,142.3431178,23,23,1.2,0.25,142.3862562,142.3862562,2730,13645.34955,0.003790375,1.38348683,100,14.23862562,35.59656406,71.19312811,106.7896922,128.1476306,0.000379037,0.000947594,0.001895187,0.002842781,0.003411337
221,31.5,9,Resid,619.4223271,45,18,37,0,0,S,68.82470302,0,0,100,37.08343649,1976,37.07776904,68.8031924,21,21,1.2,0.25,68.82470302,68.82470302,1204,6022.161514,0.001672823,0.610580265,100,6.882470302,17.20617575,34.41235151,51.61852726,61.94223271,0.000167282,0.000418206,0.000836411,0.001254617,0.00150554
222,10.5,3,Office,534.2022233,0,0,100,0,0,RC,178.0674078,0,0,100,56.33444917,1978,56.32574336,178.0132896,35,40,1.2,0.25,178.0674078,178.0674078,5936,29677.9013,0.008243861,3.009009437,100,17.80674078,44.51685195,89.03370389,133.5505558,160.260667,0.000824386,0.002060965,0.004121931,0.006182896,0.007419475
223,10.5,3,Resid,194.2860085,50,50,0,0,0,RC,64.76200283,0,0,100,34.82958079,2004,34.82419615,64.74222742,4,4,1.2,0.25,64.76200283,64.76200283,216,1079.366714,0.000299824,0.109435792,100,6.476200283,16.19050071,32.38100142,48.57150212,58.28580255,2.99824E-05,7.4956E-05,0.000149912,0.000224868,0.000269842
224,17.5,5,Office,333.4360146,0,100,0,0,0,RC,66.68720292,0,0,100,36.12693356,1998,36.12139818,66.66696409,4,4,1.2,0.25,66.68720292,66.68720292,222,1111.453382,0.000308737,0.112689023,100,6.668720292,16.67180073,33.34360146,50.01540219,60.01848263,3.08737E-05,7.71843E-05,0.000154369,0.000231553,0.000277863
225,31.5,9,Office,6231.028773,10,76,14,0,0,RC,692.3365303,0,0,100,116.57267,1995,116.5552278,692.127192,47,54,1.2,0.25,692.3365303,692.3365303,31156,155775.7193,0.043271033,15.7939271,100,69.23365303,173.0841326,346.1682651,519.2523977,623.1028773,0.004327103,0.010817758,0.021635517,0.032453275,0.03894393
226,21,6,Office,528.8130231,10,61,29,0,0,RC,88.13550385,0,0,100,38.97172112,2010,38.96578331,88.10863179,14,14,1.2,0.25,88.13550385,88.13550385,1028,5141.237725,0.001428122,0.52126438,100,8.813550385,22.03387596,44.06775193,66.10162789,79.32195347,0.000142812,0.00035703,0.000714061,0.001071091,0.001285309
227,17.5,5,Office,850.2660372,0,66,34,0,0,RC,170.0532074,0,0,100,52.46869663,1984,52.46063982,170.0010111,13,13,1.2,0.25,170.0532074,170.0532074,1842,9211.215403,0.002558671,0.933914895,100,17.00532074,42.51330186,85.02660372,127.5399056,153.0478867,0.000255867,0.000639668,0.001279335,0.001919003,0.002302804
228,17.5,5,Office,636.0395278,0,90,10,0,0,RC,127.2079056,0,0,100,45.11460219,1962,45.10784871,127.1698233,72,80,1.2,0.25,127.2079056,127.2079056,8480,42402.63519,0.01177851,4.299156067,100,12.72079056,31.80197639,63.60395278,95.40592917,114.487115,0.001177851,0.002944627,0.005889255,0.008833882,0.010600659
229,28,8,Office,1778.133678,0,90,10,0,0,RC,222.2667097,0,0,100,70.39976904,1983,70.38931092,222.1997195,33,35,1.2,0.25,222.2667097,222.2667097,6482,32413.89517,0.00900386,3.286408816,100,22.22667097,55.56667743,111.1333549,166.7000323,200.0400388,0.000900386,0.002250965,0.00450193,0.006752895,0.008103474
230,42,12,Hospital,12529.97668,0,0,100,0,0,RC,1044.164724,0,0,100,154.3683452,1994,154.3452692,1043.848043,104,141,1.2,0.25,1044.164724,1044.164724,122690,613446.7751,0.170401882,62.19668692,100,104.4164724,261.0411809,522.0823618,783.1235427,939.7482512,0.017040188,0.04260047,0.085200941,0.127801411,0.153361694
231,7,2,Resid,109.3164048,50,50,0,0,0,W,54.65820239,0,0,100,29.81522013,2020,29.81061152,54.64130028,6,8,1.2,0.25,54.65820239,54.65820239,364,1821.94008,0.000506094,0.18472448,100,5.465820239,13.6645506,27.3291012,40.99365179,49.19238215,5.06094E-05,0.000126524,0.000253047,0.000379571,0.000455485
232,17.5,5,Office,410.536018,0,44,56,0,0,RC,82.10720359,0,0,100,36.57214868,2019,36.56669645,82.08288027,6,7,1.2,0.25,82.10720359,82.10720359,478,2394.793438,0.00066522,0.242805446,100,8.210720359,20.5268009,41.0536018,61.5804027,73.89648323,6.6522E-05,0.000166305,0.00033261,0.000498915,0.000598698
233,28,8,Office,1081.321647,0,100,0,0,0,RC,135.1652059,0,0,100,50.04839777,1986,50.04091517,135.1243408,26,36,1.2,0.25,135.1652059,135.1652059,4054,20274.78089,0.005631884,2.055637507,100,13.51652059,33.79130148,67.58260295,101.3739044,121.6486853,0.000563188,0.001407971,0.002815942,0.004223913,0.005068695
234,21,6,Office,2458.486008,0,100,0,0,0,RC,409.7476679,0,0,100,90.12411974,1974,90.11042162,409.6218865,39,43,1.2,0.25,409.7476679,409.7476679,14682,73413.12384,0.020392534,7.443275056,100,40.97476679,102.436917,204.873834,307.310751,368.7729011,0.002039253,0.005098134,0.010196267,0.015294401,0.018353281
235,38.5,11,Resid,1158.559101,0,9,91,0,0,RC,105.3235546,0,0,100,41.50512865,2008,41.49885605,105.2916534,28,28,1.2,0.25,105.3235546,105.3235546,2458,12287.74804,0.003413263,1.24584112,100,10.53235546,26.33088865,52.6617773,78.99266595,94.79119914,0.000341326,0.000853316,0.001706632,0.002559948,0.003071937
236,28,8,Office,823.323236,10,84,6,0,0,RC,102.9154045,0,0,100,41.34704945,1991,41.34076504,102.8841139,34,34,1.2,0.25,102.9154045,102.9154045,2916,14579.6823,0.004049912,1.478217789,100,10.29154045,25.72885113,51.45770225,77.18655338,92.62386405,0.000404991,0.001012478,0.002024956,0.003037434,0.003644921
237,21,6,Office,875.3904383,0,100,0,0,0,RC,145.8984064,0,0,100,48.37200544,1968,48.36475104,145.8547382,8,8,1.2,0.25,145.8984064,145.8984064,972,4863.280213,0.001350911,0.493082577,100,14.58984064,36.47460159,72.94920319,109.4238048,131.3085657,0.000135091,0.000337728,0.000675456,0.001013183,0.00121582
238,17.5,5,Office,1468.824564,0,83,17,0,0,S,293.7649128,0,0,100,69.94444551,2004,69.93384761,293.6756484,43,45,1.2,0.25,293.7649128,293.7649128,11016,55080.92116,0.015300256,5.584593395,100,29.37649128,73.44122821,146.8824564,220.3236846,264.3884216,0.001530026,0.003825064,0.007650128,0.011475192,0.01377023
239,21,6,Office,292.5219128,33,44,23,0,0,RC,48.75365213,0,0,100,29.19591806,1975,29.19140414,48.73858137,8,8,1.2,0.25,48.75365213,48.75365213,326,1625.121738,0.000451423,0.164769287,100,4.875365213,12.18841303,24.37682607,36.5652391,43.87828692,4.51423E-05,0.000112856,0.000225711,0.000338567,0.00040628
240,35,10,Resid,2091.290592,0,0,100,0,0,RC,209.1290592,0,0,100,58.38023046,2005,58.37142471,209.0654161,25,25,1.2,0.25,209.1290592,209.1290592,4356,21784.277,0.006051188,2.20868364,100,20.91290592,52.28226479,104.5645296,156.8467944,188.2161532,0.000605119,0.001512797,0.003025594,0.004538391,0.005446069
241,14,4,Office,3552.228355,0,80,20,0,0,RC,888.0570888,0,0,100,141.4660044,1967,141.4449442,887.7908033,43,52,1.2,0.25,888.0570888,888.0570888,38482,192412.3693,0.05344788,19.50847633,100,88.80570888,222.0142722,444.0285444,666.0428166,799.25138,0.005344788,0.01336197,0.02672394,0.04008591,0.048103092
242,28,8,Resid,583.6824256,33,44,23,0,0,RC,72.9603032,0,0,100,34.43421248,1998,34.42877734,72.93729842,31,31,1.2,0.25,72.9603032,72.9603032,1884,9424.039163,0.002617789,0.95549286,100,7.29603032,18.2400758,36.4801516,54.7202274,65.66427288,0.000261779,0.000654447,0.001308894,0.001963341,0.00235601
243,31.5,9,Office,2148.656044,0,100,0,0,0,RC,238.7395604,0,0,100,66.08288846,1993,66.07289105,238.6666206,15,15,1.2,0.25,238.7395604,238.7395604,2984,14921.22253,0.004144784,1.512846173,100,23.87395604,59.68489011,119.3697802,179.0546703,214.8656044,0.000414478,0.001036196,0.002072392,0.003108588,0.003730306
244,17.5,5,Office,396.2787673,28,42,30,0,0,RC,79.25575347,0,0,100,38.88298071,1978,38.87708763,79.23175974,19,20,1.2,0.25,79.25575347,79.25575347,1320,6604.646122,0.001834624,0.669637732,100,7.925575347,19.81393837,39.62787673,59.4418151,71.33017812,0.000183462,0.000458656,0.000917312,0.001375968,0.001651162
245,31.5,9,Office,1062.953146,0,100,0,0,0,RC,118.1059052,0,0,100,43.501247,1988,43.49464904,118.0700584,26,26,1.2,0.25,118.1059052,118.1059052,2558,12794.80639,0.003554113,1.297251204,100,11.81059052,29.52647629,59.05295258,88.57942887,106.2953146,0.000355411,0.000888528,0.001777056,0.002665585,0.003198702
246,28,8,Office,612.2584268,12,87,1,0,0,RC,76.53230336,0,0,100,38.3207541,1987,38.31495486,76.50898978,17,17,1.2,0.25,76.53230336,76.53230336,1084,5421.038154,0.001505844,0.549633035,100,7.653230336,19.13307584,38.26615168,57.39922752,68.87907302,0.000150584,0.000376461,0.000752922,0.001129383,0.00135526
247,10.5,3,Resid,138.023706,0,100,0,0,0,S,46.00790201,0,0,100,28.54980919,1976,28.54538059,45.99366131,13,13,1.2,0.25,46.00790201,46.00790201,498,2492.094692,0.000692249,0.252670712,100,4.600790201,11.5019755,23.003951,34.50592651,41.40711181,6.92249E-05,0.000173062,0.000346124,0.000519186,0.000623024
248,10.5,3,Office,117.9900052,50,50,0,0,0,RC,39.33000172,0,0,100,29.44936275,2001,29.44477814,39.31770111,5,5,1.2,0.25,39.33000172,39.33000172,164,819.3750359,0.000227604,0.083075524,100,3.933000172,9.832500431,19.66500086,29.49750129,35.39700155,2.27604E-05,5.6901E-05,0.000113802,0.000170703,0.000204844
249,14,4,Resid,176.1816077,100,0,0,0,0,S,44.04540193,0,0,100,32.14353543,2008,32.1386886,44.03284221,3,3,1.2,0.25,44.04540193,44.04540193,110,550.5675241,0.000152935,0.05582143,100,4.404540193,11.01135048,22.02270096,33.03405145,39.64086173,1.52935E-05,3.82339E-05,7.64677E-05,0.000114702,0.000137642
250,14,4,Office,236.5076104,100,0,0,0,0,S,59.1269026,0,0,100,33.14637449,2008,33.14124075,59.10871853,3,3,1.2,0.25,59.1269026,59.1269026,148,739.0862825,0.000205302,0.074935137,100,5.91269026,14.78172565,29.5634513,44.34517695,53.21421234,2.05302E-05,5.13254E-05,0.000102651,0.000153976,0.000184772
252,7,2,Office,50.99768071,0,100,0,0,0,S,25.49884035,0,0,100,21.64784827,1995,21.64452793,25.49100607,9,9,1.2,0.25,25.49884035,25.49884035,192,956.2065133,0.000265613,0.096948716,100,2.549884035,6.374710088,12.74942018,19.12413027,22.94895632,2.65613E-05,6.64032E-05,0.000132806,0.00019921,0.000239052
256,31.5,9,Office,4945.002066,0,94,6,0,0,RC,549.444674,0,0,100,113.1456308,1976,113.1283053,549.2770391,112,117,1.2,0.25,549.444674,549.444674,53570,267854.2786,0.074403966,27.15744769,100,54.9444674,137.3611685,274.722337,412.0835055,494.5002066,0.007440397,0.018600992,0.037201983,0.055802975,0.06696357
257,17.5,5,Resid,93.44329694,100,0,0,0,0,S,18.68865939,0,0,100,18.2920263,1987,18.28921657,18.68287518,6,6,1.2,0.25,18.68865939,18.68865939,94,467.2164847,0.000129782,0.04737056,100,1.868865939,4.672164847,9.344329694,14.01649454,16.81979345,1.29782E-05,3.24456E-05,6.48912E-05,9.73368E-05,0.000116804
258,24.5,7,Office,3654.40406,0,100,0,0,0,RC,522.0577228,0,0,100,105.7737514,2000,105.7577065,521.9002436,31,36,1.2,0.25,522.0577228,522.0577228,15662,78308.65842,0.021752405,7.939627868,100,52.20577228,130.5144307,261.0288614,391.5432921,469.8519505,0.002175241,0.005438101,0.010876203,0.016314304,0.019577165
259,31.5,9,Resid,469.2561338,14,14,72,0,0,RC,52.13957042,0,0,100,28.99555935,2009,28.99115528,52.12377517,33,33,1.2,0.25,52.13957042,52.13957042,1434,7169.190932,0.001991442,0.726876303,100,5.213957042,13.0348926,26.06978521,39.10467781,46.92561338,0.000199144,0.00049786,0.000995721,0.001493581,0.001792298
260,21,6,Office,487.5144213,0,100,0,0,0,RC,81.25240355,0,0,100,36.89789623,1985,36.89235924,81.22820602,10,10,1.2,0.25,81.25240355,81.25240355,678,3385.516815,0.000940421,0.343253788,100,8.125240355,20.31310089,40.62620177,60.93930266,73.12716319,9.40421E-05,0.000235105,0.000470211,0.000705316,0.000846379
261,17.5,5,Office,549.833024,12,0,88,0,0,RC,109.9666048,0,0,100,43.8533162,1974,43.84672997,109.9330594,19,20,1.2,0.25,109.9666048,109.9666048,1832,9163.883734,0.002545523,0.92911599,100,10.99666048,27.4916512,54.9833024,82.4749536,98.96994432,0.000254552,0.000636381,0.001272762,0.001909142,0.002290971
262,17.5,5,Office,155.6752568,0,100,0,0,0,RC,31.13505137,0,0,100,21.87914646,1987,21.87577033,31.12548454,15,15,1.2,0.25,31.13505137,31.13505137,390,1945.94071,0.000540539,0.197296766,100,3.113505137,7.783762841,15.56752568,23.35128852,28.02154623,5.40539E-05,0.000135135,0.00027027,0.000405404,0.000486485
263,14,4,Office,185.4612081,50,50,0,0,0,RC,46.36530203,0,0,100,29.81500915,1992,29.81041276,46.35121954,8,8,1.2,0.25,46.36530203,46.36530203,310,1545.510068,0.000429308,0.156697549,100,4.636530204,11.59132551,23.18265102,34.77397653,41.72877183,4.29308E-05,0.000107327,0.000214654,0.000321981,0.000386378
264,17.5,5,Office,375.0637664,33,66,1,0,0,RC,75.01275328,0,0,100,35.04084098,1992,35.03555867,74.99015141,12,12,1.2,0.25,75.01275328,75.01275328,750,3750.637664,0.001041844,0.380272985,100,7.501275328,18.75318832,37.50637664,56.25956496,67.51147795,0.000104184,0.000260461,0.000520922,0.000781383,0.000937659
265,17.5,5,Office,209.3747591,0,83,17,0,0,RC,41.87495183,0,0,100,26.45312913,1974,26.44918094,41.86242817,11,11,1.2,0.25,41.87495183,41.87495183,384,1919.268625,0.00053313,0.194592513,100,4.187495183,10.46873796,20.93747591,31.40621387,37.68745664,5.3313E-05,0.000133283,0.000266565,0.000399848,0.000479817
266,17.5,5,Resid,292.1802628,0,100,0,0,0,RC,58.43605256,0,0,100,30.69318093,1998,30.68849567,58.41821897,25,25,1.2,0.25,58.43605256,58.43605256,1218,6087.088808,0.001690858,0.617163171,100,5.843605256,14.60901314,29.21802628,43.82703942,52.5924473,0.000169086,0.000422715,0.000845429,0.001268144,0.001521772
267,24.5,7,Office,1078.257647,10,85,5,0,0,RC,154.0368067,0,0,100,52.23873124,1991,52.23090747,153.9909361,9,11,1.2,0.25,154.0368067,154.0368067,1412,7060.020309,0.001961117,0.715807615,100,15.40368067,38.50920169,77.01840337,115.5276051,138.6331261,0.000196112,0.000490279,0.000980558,0.001470838,0.001765005
268,21,6,Office,1045.514746,12,75,13,0,0,RC,174.2524576,0,0,100,53.04466296,1984,53.03662135,174.1995083,31,31,1.2,0.25,174.2524576,174.2524576,4502,22507.60911,0.006252114,2.282021479,100,17.42524576,43.5631144,87.12622881,130.6893432,156.8272119,0.000625211,0.001563028,0.003126057,0.004689085,0.005626902
269,7,2,Resid,92.73420405,0,100,0,0,0,RC,46.36710202,0,0,100,27.43960942,1950,27.43538242,46.35281057,14,15,1.2,0.25,46.36710202,46.36710202,580,2897.943876,0.000804984,0.29381931,100,4.636710202,11.59177551,23.18355101,34.77532652,41.73039182,8.04984E-05,0.000201246,0.000402492,0.000603738,0.000724486
270,24.5,7,Office,595.999626,0,85,15,0,0,S,85.14280372,0,0,100,41.41424593,1986,41.40790579,85.11656306,18,19,1.2,0.25,85.14280372,85.14280372,1348,6740.471961,0.001872353,0.683408963,100,8.514280372,21.28570093,42.57140186,63.85710279,76.62852335,0.000187235,0.000468088,0.000936177,0.001404265,0.001685118
271,21,6,Office,1545.195368,10,83,7,0,0,RC,257.5325613,0,0,100,71.07283641,1974,71.06203447,257.4545529,47,49,1.2,0.25,257.5325613,257.5325613,10516,52579.56459,0.014605435,5.330983632,100,25.75325613,64.38314032,128.7662806,193.1494209,231.7793051,0.001460543,0.003651359,0.007302717,0.010954076,0.013144891
272,31.5,9,Office,2470.410108,0,92,8,0,0,RC,274.490012,0,0,100,69.65897894,1989,69.64866071,274.4077134,27,28,1.2,0.25,274.490012,274.490012,6404,32023.83473,0.00889551,3.246861022,100,27.4490012,68.622503,137.245006,205.867509,247.0410108,0.000889551,0.002223877,0.004447755,0.006671632,0.008005959
273,7,2,Resid,155.1563942,100,0,0,0,0,W,77.57819708,0,0,100,38.54413454,1950,38.53839256,77.55511056,5,5,1.2,0.25,77.57819708,77.57819708,324,1616.212439,0.000448948,0.163865983,100,7.757819709,19.39454927,38.78909854,58.18364781,69.82037738,4.48948E-05,0.000112237,0.000224474,0.000336711,0.000404053
274,7,2,Resid,104.7446046,100,0,0,0,0,W,52.37230229,0,0,100,29.34411107,1950,29.33963738,52.35638562,3,3,1.2,0.25,52.37230229,52.37230229,130,654.6537787,0.000181848,0.066374619,100,5.237230229,13.09307557,26.18615115,39.27922672,47.13507206,1.81848E-05,4.54621E-05,9.09241E-05,0.000136386,0.000163663
275,17.5,5,Office,199.1352587,0,25,75,0,0,RC,39.82705174,0,0,100,26.26032864,1978,26.25640072,39.81482248,12,12,1.2,0.25,39.82705174,39.82705174,398,1991.352587,0.000553153,0.201901026,100,3.982705174,9.956762935,19.91352587,29.87028881,35.84434657,5.53153E-05,0.000138288,0.000276577,0.000414865,0.000497838
276,28,8,Resid,3751.647764,0,2,98,0,0,RC,468.9559705,0,0,100,89.59986386,1980,89.58620505,468.8141976,43,46,1.2,0.25,468.9559705,468.9559705,17976,89883.22768,0.024967563,9.113160585,100,46.89559705,117.2389926,234.4779853,351.7169779,422.0603735,0.002496756,0.006241891,0.012483782,0.018725672,0.022470807
277,7,2,Resid,77.37580339,100,0,0,0,0,W,38.6879017,0,0,100,26.98935418,1950,26.98526667,38.67592959,7,9,1.2,0.25,38.6879017,38.6879017,290,1450.796314,0.000402999,0.147094626,100,3.86879017,9.671975424,19.34395085,29.01592627,34.81911153,4.02999E-05,0.00010075,0.000201499,0.000302249,0.000362699
279,7,2,Com,97.78110429,0,100,0,0,0,S,48.89055214,0,0,100,28.13342532,1991,28.12907009,48.87522794,9,9,1.2,0.25,48.89055214,48.89055214,366,1833.395705,0.000509277,0.185885953,100,4.889055214,12.22263804,24.44527607,36.66791411,44.00149693,5.09277E-05,0.000127319,0.000254638,0.000381957,0.000458349
280,7,2,Com,73.1237032,0,100,0,0,0,S,36.5618516,0,0,100,25.85175846,1950,25.84785735,36.55052586,8,8,1.2,0.25,36.5618516,36.5618516,244,1218.728387,0.000338536,0.123565517,100,3.65618516,9.140462899,18.2809258,27.4213887,32.90566644,3.38536E-05,8.46339E-05,0.000169268,0.000253902,0.000304682
281,10.5,3,Resid,199.9578087,100,0,0,0,0,W,66.65260291,0,0,100,32.65687524,2011,32.65191544,66.63236091,11,11,1.2,0.25,66.65260291,66.65260291,610,3054.910967,0.000848586,0.309734029,100,6.665260291,16.66315073,33.32630146,49.98945218,59.98734262,8.48586E-05,0.000212147,0.000424293,0.00063644,0.000763728
282,17.5,5,Resid,227.86926,0,100,0,0,0,S,45.573852,0,0,100,26.22421458,1965,26.22020597,45.56001104,13,14,1.2,0.25,45.573852,45.573852,532,2658.4747,0.000738465,0.269539796,100,4.5573852,11.393463,22.786926,34.180389,41.0164668,7.38465E-05,0.000184616,0.000369233,0.000553849,0.000664619
284,17.5,5,Office,169.8247574,42,42,16,0,0,RC,33.96495149,0,0,100,23.52930489,1986,23.52568374,33.95455122,5,5,1.2,0.25,33.96495149,33.96495149,142,707.603156,0.000196556,0.071743098,100,3.396495149,8.491237872,16.98247574,25.47371362,30.56845634,1.96556E-05,4.91391E-05,9.82782E-05,0.000147417,0.000176901
286,30,3,Resid,2186.1,100,0,0,0,0,W,49.80990218,0,0,100,36.3290089,2020,70.11822816,242.8264205,12,12,1.2,0.25,728.7,728.7,7288,36435,0.010120833,3.694104167,100,72.87,182.175,364.35,546.525,655.83,0.001012083,0.002530208,0.005060417,0.007590625,0.00910875
288,10.5,3,Resid,137.21421,0,100,0,0,0,S,45.73807,0,0,100,27.33570071,1960,27.33146113,45.72389666,6,6,1.2,0.25,45.73807,45.73807,228,1143.45175,0.000317625,0.115933302,100,4.573807,11.4345175,22.869035,34.3035525,41.164263,3.17625E-05,7.94064E-05,0.000158813,0.000238219,0.000285863
289,17.5,5,Office,507.9400222,100,0,0,0,0,S,101.5880044,0,0,100,43.67944364,2019,43.67285906,101.5577763,14,27,1.2,0.25,101.5880044,101.5880044,2286,11428.6505,0.003174625,1.158738176,100,10.15880044,25.39700111,50.79400222,76.19100333,91.42920399,0.000317463,0.000793656,0.001587313,0.002380969,0.002857163
290,21,6,Office,1363.59966,0,100,0,0,0,RC,227.2666099,0,0,100,78.46803428,1964,78.45618827,227.1990644,30,30,1.2,0.25,227.2666099,227.2666099,5682,28408.32624,0.007891202,2.880288633,100,22.72666099,56.81665248,113.633305,170.4499575,204.5399489,0.00078912,0.0019728,0.003945601,0.005918401,0.007102082
291,17.5,5,Office,308.8027635,22,33,45,0,0,RC,61.7605527,0,0,100,36.41291553,2022,36.40741966,61.74222676,5,12,1.2,0.25,61.7605527,61.7605527,618,3088.027635,0.000857785,0.313091691,100,6.17605527,15.44013818,30.88027635,46.32041453,55.58449743,8.57785E-05,0.000214446,0.000428893,0.000643339,0.000772007
292,10.5,3,Resid,150.5602566,100,0,0,0,0,W,50.1867522,0,0,100,29.14100435,2000,29.13660051,50.17148076,15,15,1.2,0.25,50.1867522,50.1867522,628,3136.672013,0.000871298,0.31802369,100,5.01867522,12.54668805,25.0933761,37.64006415,45.16807698,8.71298E-05,0.000217824,0.000435649,0.000653473,0.000784168
293,10.5,3,Office,186.1791081,0,100,0,0,0,S,62.05970271,0,0,100,31.0710785,2000,31.06654098,62.04142731,17,17,1.2,0.25,62.05970271,62.05970271,880,4395.895609,0.001221082,0.445694971,100,6.205970271,15.51492568,31.02985135,46.54477703,55.85373244,0.000122108,0.000305271,0.000610541,0.000915812,0.001098974
289,52,14,Resid,1444.81,100,0,0,0,0,RC,101.5880044,0,0,100,43.67944364,2022,116.8791609,652.7699562,195,227,1.2,0.25,103.2007143,103.2007143,19522,97610.6756,0.027114077,9.896637942,100,10.32007143,25.80017857,51.60035714,77.40053571,92.88064286,0.002711408,0.006778519,0.013557038,0.020335557,0.024402669
